sample_name,variable,variable_label,variable_class,variable_role,n_total,n_missing,n_nonmissing,pct_missing,pct_nonmissing,weighted_pct_missing,weighted_pct_nonmissing,n_unique_nonmissing,is_binary_01,public_n_nonmissing,availability_class
strict_grade_10_12_age_15_19,H1RP5,S8Q5 RISK OF PREGNANCY W/O PROTECTION-W1,haven_labelled,original_imported_variable,3240,32,3208,0.99,99.01,1.31,98.69,5,FALSE,3208,high_availability
strict_grade_10_12_age_15_19,H1RP6,S8Q6 RISK OF AIDS W/O PROTECTION-W1,haven_labelled,original_imported_variable,3240,37,3203,1.14,98.86,1.45,98.55,5,FALSE,3203,high_availability
strict_grade_10_12_age_15_19,H1BC6,S27Q6 EASY TO GET BIRTHCONTROL-W1,haven_labelled,original_imported_variable,3240,65,3175,2.01,97.99,2.22,97.78,5,FALSE,3175,high_availability
strict_grade_10_12_age_15_19,H1BC1,S27Q1 BIRTHCONTROL TOO BOTHERSOME-W1,haven_labelled,original_imported_variable,3240,47,3193,1.45,98.55,1.74,98.26,5,FALSE,3193,high_availability
strict_grade_10_12_age_15_19,H1BC2,S27Q2 BIRTHCONTROL TOO EXPENSIVE-W1,haven_labelled,original_imported_variable,3240,58,3182,1.79,98.21,2.03,97.97,5,FALSE,3182,high_availability
strict_grade_10_12_age_15_19,H1BC3,S27Q3 TOO MUCH PLANNING-W1,haven_labelled,original_imported_variable,3240,49,3191,1.51,98.49,1.7,98.3,5,FALSE,3191,high_availability
strict_grade_10_12_age_15_19,H1BC4,S27Q4 HARD TO GET PARTNER TO USE-W1,haven_labelled,original_imported_variable,3240,58,3182,1.79,98.21,2.01,97.99,5,FALSE,3182,high_availability
strict_grade_10_12_age_15_19,H1BC5,S27Q5 INTERFERES WITH PLEASURE-W1,haven_labelled,original_imported_variable,3240,73,3167,2.25,97.75,2.52,97.48,5,FALSE,3167,high_availability
strict_grade_10_12_age_15_19,H1BC7,S27Q7 BIRTHCONTROL USE MORALLY WRONG-W1,haven_labelled,original_imported_variable,3240,40,3200,1.23,98.77,1.41,98.59,5,FALSE,3200,high_availability
strict_grade_10_12_age_15_19,H1BC8,S27Q8 BIRTHCONTROL=LOOKING FOR SEX-W1,haven_labelled,original_imported_variable,3240,60,3180,1.85,98.15,1.97,98.03,5,FALSE,3180,high_availability
strict_grade_10_12_age_15_19,H1MO1,S17Q1 IF SEX GAIN MORE RESPECT-W1,haven_labelled,original_imported_variable,3240,56,3184,1.73,98.27,2.13,97.87,5,FALSE,3184,high_availability
strict_grade_10_12_age_15_19,H1MO2,S17Q2 IF SEX LOSE PARTNER RESPECT-W1,haven_labelled,original_imported_variable,3240,69,3171,2.13,97.87,2.59,97.41,5,FALSE,3171,high_availability
strict_grade_10_12_age_15_19,H1MO3,S17Q3 IF SEX WOULD FEEL GUILTY-W1,haven_labelled,original_imported_variable,3240,67,3173,2.07,97.93,2.55,97.45,5,FALSE,3173,high_availability
strict_grade_10_12_age_15_19,H1MO5,S17Q5 IF SEX LOT OF PHYSICAL PLEASURE-W1,haven_labelled,original_imported_variable,3240,97,3143,2.99,97.01,3.55,96.45,5,FALSE,3143,high_availability
strict_grade_10_12_age_15_19,H1PA3,S34Q3 MOM-USE OF BIRTHCONTROL-W1,haven_labelled,original_imported_variable,3240,246,2994,7.59,92.41,8.16,91.84,5,FALSE,2994,high_availability
strict_grade_10_12_age_15_19,H1PA6,S34Q6 DAD-USE OF BIRTHCONTROL-W1,haven_labelled,original_imported_variable,3240,1097,2143,33.86,66.14,32.1,67.9,5,FALSE,2143,moderate_availability
strict_grade_10_12_age_15_19,H1PA7,S34Q7 CONSIDER HAVING CHILD UNMARRIED-W1,haven_labelled,original_imported_variable,3240,58,3182,1.79,98.21,2.25,97.75,2,TRUE,3182,high_availability
strict_grade_10_12_age_15_19,H1PR3,S35Q3 PARENTS CARE ABOUT YOU-W1,haven_labelled,original_imported_variable,3240,9,3231,0.28,99.72,0.37,99.63,6,FALSE,3231,high_availability
strict_grade_10_12_age_15_19,H1PR5,S35Q5 FAMILY UNDERSTAND YOU-W1,haven_labelled,original_imported_variable,3240,10,3230,0.31,99.69,0.4,99.6,6,FALSE,3230,high_availability
strict_grade_10_12_age_15_19,H1PR7,S35Q7 FAMIYL HAS FUN TOGETHER-W1,haven_labelled,original_imported_variable,3240,10,3230,0.31,99.69,0.43,99.57,6,FALSE,3230,high_availability
strict_grade_10_12_age_15_19,H1PR8,S35Q8 FAMILY PAYS ATTENTION TO YOU-W1,haven_labelled,original_imported_variable,3240,10,3230,0.31,99.69,0.43,99.57,6,FALSE,3230,high_availability
strict_grade_10_12_age_15_19,H1WP9,S16Q9 CLOSE TO MOM-W1,haven_labelled,original_imported_variable,3240,215,3025,6.64,93.36,6.83,93.17,5,FALSE,3025,high_availability
strict_grade_10_12_age_15_19,H1WP10,S16Q10 MOM-HOW MUCH DOES SHE CARE-W1,haven_labelled,original_imported_variable,3240,215,3025,6.64,93.36,6.83,93.17,5,FALSE,3025,high_availability
strict_grade_10_12_age_15_19,H1WP13,S16Q13 CLOSE TO DAD-W1,haven_labelled,original_imported_variable,3240,951,2289,29.35,70.65,27.34,72.66,5,FALSE,2289,moderate_availability
strict_grade_10_12_age_15_19,H1WP14,S16Q14 DAD-HOW MUCH DOES HE CARE-W1,haven_labelled,original_imported_variable,3240,951,2289,29.35,70.65,27.34,72.66,5,FALSE,2289,moderate_availability
strict_grade_10_12_age_15_19,H1RP3,S8Q3 WILL SUFFER IF HIV POSITIVE-W1,haven_labelled,original_imported_variable,3240,12,3228,0.37,99.63,0.64,99.36,5,FALSE,3228,high_availability
strict_grade_10_12_age_15_19,H1MO9,S17Q9 IF PREGNANT EMBARRASS FAMILY-W1,haven_labelled,original_imported_variable,3240,62,3178,1.91,98.09,2.32,97.68,5,FALSE,3178,high_availability
strict_grade_10_12_age_15_19,H1MO10,S17Q10 IF PREGNANT EMBARRASS SELF-W1,haven_labelled,original_imported_variable,3240,56,3184,1.73,98.27,2.13,97.87,5,FALSE,3184,high_availability
strict_grade_10_12_age_15_19,H1MO11,S17Q11 IF PREGNANT HAVE TO QUIT SCH-W1,haven_labelled,original_imported_variable,3240,74,3166,2.28,97.72,2.69,97.31,5,FALSE,3166,high_availability
strict_grade_10_12_age_15_19,H1MO12,S17Q12 IF PREGNANT MARRY WRONG PERSON-W1,haven_labelled,original_imported_variable,3240,70,3170,2.16,97.84,2.59,97.41,5,FALSE,3170,high_availability
strict_grade_10_12_age_15_19,H1MO13,S17Q13 IF PREGNANT GROW UP TOO FAST-W1,haven_labelled,original_imported_variable,3240,61,3179,1.88,98.12,2.35,97.65,5,FALSE,3179,high_availability
strict_grade_10_12_age_15_19,H1MO14,S17Q14 IF PREGNANT MAKE HARD DECISION-W1,haven_labelled,original_imported_variable,3240,60,3180,1.85,98.15,2.24,97.76,5,FALSE,3180,high_availability
strict_grade_10_12_age_15_19,derived_grade_wave1,NA,numeric,script05_derived_variable,3240,0,3240,0,100,0,100,3,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,derived_grade_10_12_flag,NA,logical,script05_derived_variable,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,derived_age_wave1,NA,numeric,script05_derived_variable,3240,0,3240,0,100,0,100,5,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,derived_age_15_19_flag,NA,logical,script05_derived_variable,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,derived_main_sample_flag,NA,logical,script05_derived_variable,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,derived_strict_sample_flag,NA,logical,script05_derived_variable,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,a_grade_wave1,NA,numeric,core_covariate,3240,0,3240,0,100,0,100,3,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,a_sample_grade_10_12,NA,logical,sample_definition_variable,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,a_age_wave1,NA,numeric,core_covariate,3240,0,3240,0,100,0,100,5,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,a_sample_age_15_19,NA,logical,sample_definition_variable,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,a_female,NA,integer,core_covariate,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,a_main_sample_grade_10_12,NA,logical,sample_definition_variable,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,a_strict_sample_grade_age,NA,logical,sample_definition_variable,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,num_H1GI20,NA,numeric,numeric_cleaned_item,3240,0,3240,0,100,0,100,3,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,num_H1GI1Y,NA,numeric,numeric_cleaned_item,3240,0,3240,0,100,0,100,6,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,num_H1GI1M,NA,numeric,numeric_cleaned_item,3240,0,3240,0,100,0,100,12,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,num_IMONTH,NA,numeric,numeric_cleaned_item,3240,0,3240,0,100,0,100,10,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,num_IYEAR,NA,numeric,numeric_cleaned_item,3240,0,3240,0,100,0,100,1,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,num_H1CO1,NA,numeric,numeric_cleaned_item,3240,32,3208,0.99,99.01,1.3,98.7,2,TRUE,3208,high_availability
strict_grade_10_12_age_15_19,num_H1CO2M,NA,numeric,numeric_cleaned_item,3240,1593,1647,49.17,50.83,49.21,50.79,12,FALSE,1647,limited_availability_review_required
strict_grade_10_12_age_15_19,num_H1CO2Y,NA,numeric,numeric_cleaned_item,3240,1584,1656,48.89,51.11,49.11,50.89,15,FALSE,1656,limited_availability_review_required
strict_grade_10_12_age_15_19,num_H1CO8,NA,numeric,numeric_cleaned_item,3240,2842,398,87.72,12.28,87.52,12.48,2,TRUE,398,not_recommended_high_missingness
strict_grade_10_12_age_15_19,num_H1CO9,NA,numeric,numeric_cleaned_item,3240,2997,243,92.5,7.5,92.14,7.86,5,FALSE,243,not_recommended_high_missingness
strict_grade_10_12_age_15_19,num_H1CO3,NA,numeric,numeric_cleaned_item,3240,1494,1746,46.11,53.89,46.38,53.62,2,TRUE,1746,limited_availability_review_required
strict_grade_10_12_age_15_19,num_H1CO6,NA,numeric,numeric_cleaned_item,3240,1502,1738,46.36,53.64,46.61,53.39,2,TRUE,1738,limited_availability_review_required
strict_grade_10_12_age_15_19,num_H1CO13,NA,numeric,numeric_cleaned_item,3240,2762,478,85.25,14.75,85.35,14.65,2,TRUE,478,not_recommended_high_missingness
strict_grade_10_12_age_15_19,num_H1FP7,NA,numeric,numeric_cleaned_item,3240,2348,892,72.47,27.53,72.84,27.16,2,TRUE,892,not_recommended_high_missingness
strict_grade_10_12_age_15_19,num_H1FP8,NA,numeric,numeric_cleaned_item,3240,3081,159,95.09,4.91,95.25,4.75,4,FALSE,159,not_recommended_high_missingness
strict_grade_10_12_age_15_19,num_H1CO16D,NA,numeric,numeric_cleaned_item,3240,1487,1753,45.9,54.1,46.14,53.86,2,TRUE,1753,limited_availability_review_required
strict_grade_10_12_age_15_19,num_H1HS9,NA,numeric,numeric_cleaned_item,3240,3,3237,0.09,99.91,0.09,99.91,2,TRUE,3237,high_availability
strict_grade_10_12_age_15_19,num_H1CO16A,NA,numeric,numeric_cleaned_item,3240,1487,1753,45.9,54.1,46.15,53.85,2,TRUE,1753,limited_availability_review_required
strict_grade_10_12_age_15_19,num_H1CO16C,NA,numeric,numeric_cleaned_item,3240,1487,1753,45.9,54.1,46.14,53.86,2,TRUE,1753,limited_availability_review_required
strict_grade_10_12_age_15_19,num_H1SE1,NA,numeric,numeric_cleaned_item,3240,49,3191,1.51,98.49,1.87,98.13,6,FALSE,3191,high_availability
strict_grade_10_12_age_15_19,num_H1SE2,NA,numeric,numeric_cleaned_item,3240,34,3206,1.05,98.95,1.39,98.61,6,FALSE,3206,high_availability
strict_grade_10_12_age_15_19,num_H1SE3,NA,numeric,numeric_cleaned_item,3240,37,3203,1.14,98.86,1.47,98.53,6,FALSE,3203,high_availability
strict_grade_10_12_age_15_19,num_H1PF6,NA,numeric,numeric_cleaned_item,3240,37,3203,1.14,98.86,1.57,98.43,5,FALSE,3203,high_availability
strict_grade_10_12_age_15_19,num_H1PF12,NA,numeric,numeric_cleaned_item,3240,90,3150,2.78,97.22,3.19,96.81,5,FALSE,3150,high_availability
strict_grade_10_12_age_15_19,num_H1PF9,NA,numeric,numeric_cleaned_item,3240,111,3129,3.43,96.57,3.8,96.2,5,FALSE,3129,high_availability
strict_grade_10_12_age_15_19,num_H1PF17,NA,numeric,numeric_cleaned_item,3240,129,3111,3.98,96.02,4.15,95.85,5,FALSE,3111,high_availability
strict_grade_10_12_age_15_19,num_H1WP1,NA,numeric,numeric_cleaned_item,3240,105,3135,3.24,96.76,3.58,96.42,2,TRUE,3135,high_availability
strict_grade_10_12_age_15_19,num_H1WP2,NA,numeric,numeric_cleaned_item,3240,101,3139,3.12,96.88,3.41,96.59,2,TRUE,3139,high_availability
strict_grade_10_12_age_15_19,num_H1WP8,NA,numeric,numeric_cleaned_item,3240,103,3137,3.18,96.82,3.41,96.59,8,FALSE,3137,high_availability
strict_grade_10_12_age_15_19,num_H1ED19,NA,numeric,numeric_cleaned_item,3240,4,3236,0.12,99.88,0.09,99.91,5,FALSE,3236,high_availability
strict_grade_10_12_age_15_19,num_H1ED20,NA,numeric,numeric_cleaned_item,3240,2,3238,0.06,99.94,0.06,99.94,5,FALSE,3238,high_availability
strict_grade_10_12_age_15_19,num_H1ED23,NA,numeric,numeric_cleaned_item,3240,2,3238,0.06,99.94,0.06,99.94,5,FALSE,3238,high_availability
strict_grade_10_12_age_15_19,num_H1ED24,NA,numeric,numeric_cleaned_item,3240,2,3238,0.06,99.94,0.06,99.94,5,FALSE,3238,high_availability
strict_grade_10_12_age_15_19,num_H1PR2,NA,numeric,numeric_cleaned_item,3240,9,3231,0.28,99.72,0.37,99.63,6,FALSE,3231,high_availability
strict_grade_10_12_age_15_19,num_BIO_SEX,NA,numeric,numeric_cleaned_item,3240,0,3240,0,100,0,100,2,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,num_H1RM1,NA,numeric,numeric_cleaned_item,3240,223,3017,6.88,93.12,7.12,92.88,12,FALSE,3017,high_availability
strict_grade_10_12_age_15_19,num_H1RF1,NA,numeric,numeric_cleaned_item,3240,963,2277,29.72,70.28,27.72,72.28,12,FALSE,2277,moderate_availability
strict_grade_10_12_age_15_19,num_PA55,NA,numeric,numeric_cleaned_item,3240,876,2364,27.04,72.96,26.26,73.74,133,FALSE,2364,moderate_availability
strict_grade_10_12_age_15_19,num_PA21,NA,numeric,numeric_cleaned_item,3240,547,2693,16.88,83.12,16.68,83.32,2,TRUE,2693,high_availability
strict_grade_10_12_age_15_19,num_H1TS8,NA,numeric,numeric_cleaned_item,3240,4,3236,0.12,99.88,0.12,99.88,2,TRUE,3236,high_availability
strict_grade_10_12_age_15_19,num_H1GH44,NA,numeric,numeric_cleaned_item,3240,12,3228,0.37,99.63,0.34,99.66,5,FALSE,3228,high_availability
strict_grade_10_12_age_15_19,num_H1GH46,NA,numeric,numeric_cleaned_item,3240,12,3228,0.37,99.63,0.32,99.68,5,FALSE,3228,high_availability
strict_grade_10_12_age_15_19,num_H1RP5,NA,numeric,numeric_cleaned_item,3240,32,3208,0.99,99.01,1.31,98.69,5,FALSE,3208,high_availability
strict_grade_10_12_age_15_19,num_H1RP6,NA,numeric,numeric_cleaned_item,3240,37,3203,1.14,98.86,1.45,98.55,5,FALSE,3203,high_availability
strict_grade_10_12_age_15_19,num_H1BC6,NA,numeric,numeric_cleaned_item,3240,65,3175,2.01,97.99,2.22,97.78,5,FALSE,3175,high_availability
strict_grade_10_12_age_15_19,num_H1BC1,NA,numeric,numeric_cleaned_item,3240,47,3193,1.45,98.55,1.74,98.26,5,FALSE,3193,high_availability
strict_grade_10_12_age_15_19,num_H1BC2,NA,numeric,numeric_cleaned_item,3240,58,3182,1.79,98.21,2.03,97.97,5,FALSE,3182,high_availability
strict_grade_10_12_age_15_19,num_H1BC3,NA,numeric,numeric_cleaned_item,3240,49,3191,1.51,98.49,1.7,98.3,5,FALSE,3191,high_availability
strict_grade_10_12_age_15_19,num_H1BC4,NA,numeric,numeric_cleaned_item,3240,58,3182,1.79,98.21,2.01,97.99,5,FALSE,3182,high_availability
strict_grade_10_12_age_15_19,num_H1BC5,NA,numeric,numeric_cleaned_item,3240,73,3167,2.25,97.75,2.52,97.48,5,FALSE,3167,high_availability
strict_grade_10_12_age_15_19,num_H1BC7,NA,numeric,numeric_cleaned_item,3240,40,3200,1.23,98.77,1.41,98.59,5,FALSE,3200,high_availability
strict_grade_10_12_age_15_19,num_H1BC8,NA,numeric,numeric_cleaned_item,3240,60,3180,1.85,98.15,1.97,98.03,5,FALSE,3180,high_availability
strict_grade_10_12_age_15_19,num_H1MO1,NA,numeric,numeric_cleaned_item,3240,56,3184,1.73,98.27,2.13,97.87,5,FALSE,3184,high_availability
strict_grade_10_12_age_15_19,num_H1MO2,NA,numeric,numeric_cleaned_item,3240,69,3171,2.13,97.87,2.59,97.41,5,FALSE,3171,high_availability
strict_grade_10_12_age_15_19,num_H1MO3,NA,numeric,numeric_cleaned_item,3240,67,3173,2.07,97.93,2.55,97.45,5,FALSE,3173,high_availability
strict_grade_10_12_age_15_19,num_H1MO5,NA,numeric,numeric_cleaned_item,3240,97,3143,2.99,97.01,3.55,96.45,5,FALSE,3143,high_availability
strict_grade_10_12_age_15_19,num_H1PA3,NA,numeric,numeric_cleaned_item,3240,246,2994,7.59,92.41,8.16,91.84,5,FALSE,2994,high_availability
strict_grade_10_12_age_15_19,num_H1PA6,NA,numeric,numeric_cleaned_item,3240,1097,2143,33.86,66.14,32.1,67.9,5,FALSE,2143,moderate_availability
strict_grade_10_12_age_15_19,num_H1PA7,NA,numeric,numeric_cleaned_item,3240,58,3182,1.79,98.21,2.25,97.75,2,TRUE,3182,high_availability
strict_grade_10_12_age_15_19,num_H1PR3,NA,numeric,numeric_cleaned_item,3240,9,3231,0.28,99.72,0.37,99.63,6,FALSE,3231,high_availability
strict_grade_10_12_age_15_19,num_H1PR5,NA,numeric,numeric_cleaned_item,3240,10,3230,0.31,99.69,0.4,99.6,6,FALSE,3230,high_availability
strict_grade_10_12_age_15_19,num_H1PR7,NA,numeric,numeric_cleaned_item,3240,10,3230,0.31,99.69,0.43,99.57,6,FALSE,3230,high_availability
strict_grade_10_12_age_15_19,num_H1PR8,NA,numeric,numeric_cleaned_item,3240,10,3230,0.31,99.69,0.43,99.57,6,FALSE,3230,high_availability
strict_grade_10_12_age_15_19,num_H1WP9,NA,numeric,numeric_cleaned_item,3240,215,3025,6.64,93.36,6.83,93.17,5,FALSE,3025,high_availability
strict_grade_10_12_age_15_19,num_H1WP10,NA,numeric,numeric_cleaned_item,3240,215,3025,6.64,93.36,6.83,93.17,5,FALSE,3025,high_availability
strict_grade_10_12_age_15_19,num_H1WP13,NA,numeric,numeric_cleaned_item,3240,951,2289,29.35,70.65,27.34,72.66,5,FALSE,2289,moderate_availability
strict_grade_10_12_age_15_19,num_H1WP14,NA,numeric,numeric_cleaned_item,3240,951,2289,29.35,70.65,27.34,72.66,5,FALSE,2289,moderate_availability
strict_grade_10_12_age_15_19,num_H1RP3,NA,numeric,numeric_cleaned_item,3240,12,3228,0.37,99.63,0.64,99.36,5,FALSE,3228,high_availability
strict_grade_10_12_age_15_19,num_H1MO9,NA,numeric,numeric_cleaned_item,3240,62,3178,1.91,98.09,2.32,97.68,5,FALSE,3178,high_availability
strict_grade_10_12_age_15_19,num_H1MO10,NA,numeric,numeric_cleaned_item,3240,56,3184,1.73,98.27,2.13,97.87,5,FALSE,3184,high_availability
strict_grade_10_12_age_15_19,num_H1MO11,NA,numeric,numeric_cleaned_item,3240,74,3166,2.28,97.72,2.69,97.31,5,FALSE,3166,high_availability
strict_grade_10_12_age_15_19,num_H1MO12,NA,numeric,numeric_cleaned_item,3240,70,3170,2.16,97.84,2.59,97.41,5,FALSE,3170,high_availability
strict_grade_10_12_age_15_19,num_H1MO13,NA,numeric,numeric_cleaned_item,3240,61,3179,1.88,98.12,2.35,97.65,5,FALSE,3179,high_availability
strict_grade_10_12_age_15_19,num_H1MO14,NA,numeric,numeric_cleaned_item,3240,60,3180,1.85,98.15,2.24,97.76,5,FALSE,3180,high_availability
strict_grade_10_12_age_15_19,a_sex_ever,NA,integer,candidate_outcome,3240,32,3208,0.99,99.01,1.3,98.7,2,TRUE,3208,high_availability
strict_grade_10_12_age_15_19,a_H1CO8_yesno,NA,integer,candidate_binary_recode,3240,2842,398,87.72,12.28,87.52,12.48,2,TRUE,398,not_recommended_high_missingness
strict_grade_10_12_age_15_19,a_H1CO9_yesno,NA,integer,candidate_binary_recode,3240,3240,0,100,0,100,0,0,FALSE,<10,not_recommended_too_few_cases
strict_grade_10_12_age_15_19,a_H1CO3_yesno,NA,integer,candidate_binary_recode,3240,1494,1746,46.11,53.89,46.38,53.62,2,TRUE,1746,limited_availability_review_required
strict_grade_10_12_age_15_19,a_H1CO6_yesno,NA,integer,candidate_binary_recode,3240,1502,1738,46.36,53.64,46.61,53.39,2,TRUE,1738,limited_availability_review_required
strict_grade_10_12_age_15_19,a_H1CO13_yesno,NA,integer,candidate_binary_recode,3240,2762,478,85.25,14.75,85.35,14.65,2,TRUE,478,not_recommended_high_missingness
strict_grade_10_12_age_15_19,a_H1FP7_yesno,NA,integer,candidate_binary_recode,3240,2348,892,72.47,27.53,72.84,27.16,2,TRUE,892,not_recommended_high_missingness
strict_grade_10_12_age_15_19,a_H1FP8_yesno,NA,integer,candidate_binary_recode,3240,3240,0,100,0,100,0,0,FALSE,<10,not_recommended_too_few_cases
strict_grade_10_12_age_15_19,a_H1CO16D_yesno,NA,integer,candidate_binary_recode,3240,1487,1753,45.9,54.1,46.14,53.86,2,TRUE,1753,limited_availability_review_required
strict_grade_10_12_age_15_19,a_H1HS9_yesno,NA,integer,candidate_binary_recode,3240,3,3237,0.09,99.91,0.09,99.91,2,TRUE,3237,high_availability
strict_grade_10_12_age_15_19,a_H1CO16A_yesno,NA,integer,candidate_binary_recode,3240,1487,1753,45.9,54.1,46.15,53.85,2,TRUE,1753,limited_availability_review_required
strict_grade_10_12_age_15_19,a_H1CO16C_yesno,NA,integer,candidate_binary_recode,3240,1487,1753,45.9,54.1,46.14,53.86,2,TRUE,1753,limited_availability_review_required
strict_grade_10_12_age_15_19,GSWGT1,NA,numeric,weight_or_design_variable,3240,0,3240,0,100,0,100,843,FALSE,3240,high_availability
strict_grade_10_12_age_15_19,CLUSTER2,NA,character,weight_or_design_variable,3240,873,2367,26.94,73.06,27.32,72.68,81,FALSE,2367,moderate_availability
strict_grade_10_12_age_15_19,SCHWT1,NA,numeric,weight_or_design_variable,3240,873,2367,26.94,73.06,27.32,72.68,81,FALSE,2367,moderate_availability
strict_grade_10_12_age_15_19,valid_gswgt1,NA,logical,weight_or_design_variable,3240,0,3240,0,100,0,100,1,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,valid_cluster2,NA,logical,weight_or_design_variable,3240,0,3240,0,100,0,100,2,TRUE,3240,high_availability
strict_grade_10_12_age_15_19,valid_schwt1,NA,logical,weight_or_design_variable,3240,0,3240,0,100,0,100,2,TRUE,3240,high_availability
